"Gene","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Min group size nuc","Max group size nuc","Avg group size nuc","GCA_021342655.1","GCA_021534865.1","GCA_021697815.1","GCA_021890555.1"
"prmB","50S ribosomal protein L3 N(5)-glutamine methyltransferase","3","3","1.0","933","945","937.0","GCA_021342655.1-NZ_JAJTPH010000017.1-1013-cds-WP_152770469.1","","GCA_021697815.1-NZ_JAJPUS010000002.1-2894-cds-WP_001306448.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1511-cds-WP_001309606.1"
"aroC","chorismate synthase","3","3","1.0","1086","1086","1086.0","GCA_021342655.1-NZ_JAJTPH010000017.1-1014-cds-WP_001296258.1","","GCA_021697815.1-NZ_JAJPUS010000002.1-2895-cds-WP_001297933.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1512-cds-WP_001297933.1"
"mepA","penicillin-insensitive murein endopeptidase","3","3","1.0","825","825","825.0","GCA_021342655.1-NZ_JAJTPH010000017.1-1015-cds-WP_001043795.1","","GCA_021697815.1-NZ_JAJPUS010000002.1-2896-cds-WP_001043802.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1513-cds-WP_001043821.1"
"yfcA","sulfite exporter TauE/SafE family protein","3","3","1.0","810","810","810.0","GCA_021342655.1-NZ_JAJTPH010000017.1-1016-cds-WP_000447366.1","","GCA_021697815.1-NZ_JAJPUS010000002.1-2897-cds-WP_000447366.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1514-cds-WP_000447356.1"
"epmC","elongation factor P hydroxylase","3","3","1.0","549","549","549.0","GCA_021342655.1-NZ_JAJTPH010000017.1-1017-cds-WP_001089235.1","","GCA_021697815.1-NZ_JAJPUS010000002.1-2898-cds-WP_001089218.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1515-cds-WP_001089235.1"
"yfcL","YfcL family protein","3","3","1.0","279","279","279.0","GCA_021342655.1-NZ_JAJTPH010000017.1-1018-cds-WP_000559761.1","","GCA_021697815.1-NZ_JAJPUS010000002.1-2899-cds-WP_021513739.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1516-cds-WP_000559764.1"
"fabB","beta-ketoacyl-ACP synthase I","3","3","1.0","1221","1221","1221.0","GCA_021342655.1-NZ_JAJTPH010000017.1-1020-cds-WP_000817178.1","","GCA_021697815.1-NZ_JAJPUS010000002.1-2901-cds-WP_000817178.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1518-cds-WP_000817178.1"
"yfcJ","arabinose transporter, MFS transporter","3","3","1.0","1179","1179","1179.0","GCA_021342655.1-NZ_JAJTPH010000017.1-1021-cds-WP_000127789.1","","GCA_021697815.1-NZ_JAJPUS010000002.1-2902-cds-WP_021516322.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1519-cds-WP_000127750.1"
"flk","flagella biosynthesis regulator Flk","3","3","1.0","996","996","996.0","GCA_021342655.1-NZ_JAJTPH010000017.1-1022-cds-WP_000615816.1","","GCA_021697815.1-NZ_JAJPUS010000002.1-2903-cds-WP_022645925.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1520-cds-WP_000615813.1"
"usg","aspartate-semialdehyde dehydrogenase","3","3","1.0","1014","1014","1014.0","GCA_021342655.1-NZ_JAJTPH010000017.1-1024-cds-WP_001289165.1","","GCA_021697815.1-NZ_JAJPUS010000002.1-2905-cds-WP_001289165.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1522-cds-WP_001289165.1"
"truA","tRNA pseudouridine(38-40) synthase TruA","3","3","1.0","813","813","813.0","GCA_021342655.1-NZ_JAJTPH010000017.1-1025-cds-WP_001283598.1","","GCA_021697815.1-NZ_JAJPUS010000002.1-2906-cds-WP_001283590.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1523-cds-WP_001283581.1"
"dedA","DedA family protein","3","3","1.0","660","660","660.0","GCA_021342655.1-NZ_JAJTPH010000017.1-1026-cds-WP_000364337.1","","GCA_021697815.1-NZ_JAJPUS010000002.1-2907-cds-WP_000364327.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1524-cds-WP_000364331.1"
"accD","acetyl-CoA carboxylase%2C carboxyltransferase subunit beta","3","3","1.0","915","915","915.0","GCA_021342655.1-NZ_JAJTPH010000017.1-1027-cds-WP_000118404.1","","GCA_021697815.1-NZ_JAJPUS010000002.1-2908-cds-WP_000118404.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1525-cds-WP_000118404.1"
"folC","bifunctional tetrahydrofolate synthase/dihydrofolate synthase","3","3","1.0","1269","1269","1269.0","GCA_021342655.1-NZ_JAJTPH010000017.1-1028-cds-WP_000584587.1","","GCA_021697815.1-NZ_JAJPUS010000002.1-2909-cds-WP_022645923.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1526-cds-WP_000584571.1"
"cvpA","colicin V production protein","3","3","1.0","489","489","489.0","GCA_021342655.1-NZ_JAJTPH010000017.1-1030-cds-WP_000262113.1","","GCA_021697815.1-NZ_JAJPUS010000002.1-2911-cds-WP_000262113.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1528-cds-WP_000262113.1"
"purF","amidophosphoribosyltransferase","3","3","1.0","1518","1518","1518.0","GCA_021342655.1-NZ_JAJTPH010000017.1-1031-cds-WP_000334229.1","","GCA_021697815.1-NZ_JAJPUS010000002.1-2912-cds-WP_000334221.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1529-cds-WP_000334220.1"
"ubiX","flavin prenyltransferase UbiX","3","3","1.0","570","570","570.0","GCA_021342655.1-NZ_JAJTPH010000017.1-1032-cds-WP_000825701.1","","GCA_021697815.1-NZ_JAJPUS010000002.1-2913-cds-WP_000825691.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1530-cds-WP_000825704.1"
"argT","lysine/arginine/ornithine ABC transporter substrate-binding protein ArgT","3","3","1.0","783","783","783.0","GCA_021342655.1-NZ_JAJTPH010000017.1-1033-cds-WP_000748258.1","","GCA_021697815.1-NZ_JAJPUS010000002.1-2914-cds-WP_000748252.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1531-cds-WP_000748261.1"
"hisJ","histidine ABC transporter substrate-binding protein HisJ","3","3","1.0","783","783","783.0","GCA_021342655.1-NZ_JAJTPH010000017.1-1034-cds-WP_000737621.1","","GCA_021697815.1-NZ_JAJPUS010000002.1-2915-cds-WP_000737621.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1532-cds-WP_000737621.1"
"hisQ","histidine ABC transporter permease HisQ","3","3","1.0","687","687","687.0","GCA_021342655.1-NZ_JAJTPH010000017.1-1035-cds-WP_000965530.1","","GCA_021697815.1-NZ_JAJPUS010000002.1-2916-cds-WP_000965518.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1533-cds-WP_000965518.1"
"hisM","ABC transporter permease","3","3","1.0","717","717","717.0","GCA_021342655.1-NZ_JAJTPH010000017.1-1036-cds-LXO36_RS17895","","GCA_021697815.1-NZ_JAJPUS010000002.1-2917-cds-WP_000569958.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1534-cds-WP_000569958.1"
"hisP","histidine ABC transporter ATP-binding protein HisP","3","3","1.0","774","774","774.0","GCA_021342655.1-NZ_JAJTPH010000017.1-1037-cds-WP_001293592.1","","GCA_021697815.1-NZ_JAJPUS010000002.1-2918-cds-WP_001293612.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1535-cds-WP_001293612.1"
"folX","dihydroneopterin triphosphate 2'-epimerase","3","3","1.0","363","363","363.0","GCA_021342655.1-NZ_JAJTPH010000017.1-1039-cds-WP_000068458.1","","GCA_021697815.1-NZ_JAJPUS010000002.1-2921-cds-WP_000068457.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1538-cds-WP_000068457.1"
"yfcG","GSH-dependent disulfide bond oxidoreductase","3","3","1.0","648","648","648.0","GCA_021342655.1-NZ_JAJTPH010000017.1-1040-cds-WP_000566494.1","","GCA_021697815.1-NZ_JAJPUS010000002.1-2922-cds-WP_000566498.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1539-cds-WP_000566471.1"
"yfcF","glutathione transferase","3","3","1.0","645","645","645.0","GCA_021342655.1-NZ_JAJTPH010000017.1-1041-cds-WP_000042440.1","","GCA_021697815.1-NZ_JAJPUS010000002.1-2923-cds-WP_000042441.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1540-cds-WP_000042442.1"
"yfcE","phosphodiesterase","3","3","1.0","552","552","552.0","GCA_021342655.1-NZ_JAJTPH010000017.1-1042-cds-WP_000772452.1","","GCA_021697815.1-NZ_JAJPUS010000002.1-2924-cds-WP_000772452.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1541-cds-WP_000772452.1"
"yfcD","NUDIX hydrolase YfcD","3","3","1.0","543","543","543.0","GCA_021342655.1-NZ_JAJTPH010000017.1-1043-cds-WP_000437935.1","","GCA_021697815.1-NZ_JAJPUS010000002.1-2925-cds-WP_000437935.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1542-cds-WP_000437935.1"
"yfcC","putative basic amino acid antiporter YfcC","3","3","1.0","1521","1521","1521.0","GCA_021342655.1-NZ_JAJTPH010000017.1-1044-cds-WP_001274489.1","","GCA_021697815.1-NZ_JAJPUS010000002.1-2926-cds-WP_023908923.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1543-cds-WP_001274493.1"
"ackA","acetate kinase","3","3","1.0","1203","1203","1203.0","GCA_021342655.1-NZ_JAJTPH010000017.1-1046-cds-WP_000095707.1","","GCA_021697815.1-NZ_JAJPUS010000002.1-2928-cds-WP_000095707.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1545-cds-WP_000095707.1"
"yfbV","DUF412 domain-containing protein","3","3","1.0","456","456","456.0","GCA_021342655.1-NZ_JAJTPH010000017.1-1047-cds-WP_000106627.1","","GCA_021697815.1-NZ_JAJPUS010000002.1-2929-cds-WP_000106627.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1546-cds-WP_000106627.1"
"yfbU","YfbU family protein","3","3","1.0","495","495","495.0","GCA_021342655.1-NZ_JAJTPH010000017.1-1048-cds-WP_000426124.1","","GCA_021697815.1-NZ_JAJPUS010000002.1-2930-cds-WP_000426124.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1547-cds-WP_000426124.1"
"hxpA","sugar phosphatase, hexitol phosphatase HxpA","3","3","1.0","651","651","651.0","GCA_021342655.1-NZ_JAJTPH010000017.1-1049-cds-LXO36_RS17960","","GCA_021697815.1-NZ_JAJPUS010000002.1-2931-cds-WP_001203399.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1548-cds-WP_001203389.1"
"yfbR","5'-deoxynucleotidase","3","3","1.0","600","600","600.0","GCA_021342655.1-NZ_JAJTPH010000017.1-1051-cds-WP_000813854.1","","GCA_021697815.1-NZ_JAJPUS010000002.1-2933-cds-WP_000813851.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1550-cds-WP_000813860.1"
"alaA","alanine transaminase AlaA","3","3","1.0","1218","1218","1218.0","GCA_021342655.1-NZ_JAJTPH010000017.1-1052-cds-WP_000074527.1","","GCA_021697815.1-NZ_JAJPUS010000002.1-2934-cds-WP_000074530.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1551-cds-WP_000074527.1"
"lrhA","transcriptional regulator LrhA","3","3","1.0","939","939","939.0","GCA_021342655.1-NZ_JAJTPH010000017.1-1053-cds-WP_000622291.1","","GCA_021697815.1-NZ_JAJPUS010000002.1-2935-cds-WP_000622290.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1552-cds-WP_000622286.1"
"nuoA","NADH-quinone oxidoreductase subunit NuoA","3","3","1.0","444","444","444.0","GCA_021342655.1-NZ_JAJTPH010000017.1-1054-cds-WP_000062996.1","","GCA_021697815.1-NZ_JAJPUS010000002.1-2936-cds-WP_000062997.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1553-cds-WP_000062997.1"
"nuoB","NADH-quinone oxidoreductase subunit NuoB","3","3","1.0","663","663","663.0","GCA_021342655.1-NZ_JAJTPH010000017.1-1055-cds-WP_000386733.1","","GCA_021697815.1-NZ_JAJPUS010000002.1-2937-cds-WP_000386733.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1554-cds-WP_000386733.1"
"nuoC","NADH-quinone oxidoreductase subunit C/D","3","3","1.0","1803","1803","1803.0","GCA_021342655.1-NZ_JAJTPH010000017.1-1056-cds-WP_000247881.1","","GCA_021697815.1-NZ_JAJPUS010000002.1-2938-cds-WP_000247878.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1555-cds-WP_000247878.1"
"nuoE","NADH-quinone oxidoreductase subunit NuoE","3","3","1.0","501","501","501.0","GCA_021342655.1-NZ_JAJTPH010000017.1-1057-cds-WP_000545042.1","","GCA_021697815.1-NZ_JAJPUS010000002.1-2939-cds-WP_000545042.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1556-cds-WP_000545042.1"
"nuoF","NADH-quinone oxidoreductase subunit NuoF","3","3","1.0","1338","1338","1338.0","GCA_021342655.1-NZ_JAJTPH010000017.1-1058-cds-WP_000789507.1","","GCA_021697815.1-NZ_JAJPUS010000002.1-2940-cds-WP_000789507.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1557-cds-WP_000789500.1"
"nuoG","NADH-quinone oxidoreductase subunit NuoG","3","3","1.0","2727","2727","2727.0","GCA_021342655.1-NZ_JAJTPH010000017.1-1059-cds-WP_001296257.1","","GCA_021697815.1-NZ_JAJPUS010000002.1-2941-cds-WP_022645920.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1558-cds-WP_001299497.1"
"nuoH","NADH-quinone oxidoreductase subunit NuoH","3","3","1.0","978","978","978.0","GCA_021342655.1-NZ_JAJTPH010000017.1-1060-cds-WP_000118512.1","","GCA_021697815.1-NZ_JAJPUS010000002.1-2942-cds-WP_000118519.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1559-cds-WP_000118507.1"
"nuoI","NADH-quinone oxidoreductase subunit NuoI","3","3","1.0","543","543","543.0","GCA_021342655.1-NZ_JAJTPH010000017.1-1061-cds-WP_000172749.1","","GCA_021697815.1-NZ_JAJPUS010000002.1-2943-cds-WP_000172749.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1560-cds-WP_000172749.1"
"nuoJ","NADH-quinone oxidoreductase subunit J","3","3","1.0","555","555","555.0","GCA_021342655.1-NZ_JAJTPH010000017.1-1062-cds-WP_000393511.1","","GCA_021697815.1-NZ_JAJPUS010000002.1-2944-cds-WP_000393511.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1561-cds-WP_000393511.1"
"nuoK","NADH-quinone oxidoreductase subunit NuoK","3","3","1.0","303","303","303.0","GCA_021342655.1-NZ_JAJTPH010000017.1-1063-cds-WP_000612644.1","","GCA_021697815.1-NZ_JAJPUS010000002.1-2945-cds-WP_000612644.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1562-cds-WP_000612644.1"
"nuoL","NADH-quinone oxidoreductase subunit L","3","3","1.0","1842","1842","1842.0","GCA_021342655.1-NZ_JAJTPH010000017.1-1064-cds-WP_001056618.1","","GCA_021697815.1-NZ_JAJPUS010000002.1-2946-cds-WP_001056618.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1563-cds-WP_001056635.1"
"nuoM","NADH-quinone oxidoreductase subunit M","3","3","1.0","1530","1530","1530.0","GCA_021342655.1-NZ_JAJTPH010000017.1-1065-cds-WP_000926465.1","","GCA_021697815.1-NZ_JAJPUS010000002.1-2947-cds-WP_022645919.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1564-cds-WP_000926441.1"
"nuoN","NADH-quinone oxidoreductase subunit NuoN","3","3","1.0","1458","1458","1458.0","GCA_021342655.1-NZ_JAJTPH010000017.1-1066-cds-WP_000156701.1","","GCA_021697815.1-NZ_JAJPUS010000002.1-2948-cds-WP_000156699.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1565-cds-WP_000156701.1"
"yejG","YejG family protein","4","4","1.0","345","345","345.0","GCA_021342655.1-NZ_JAJTPH010000018.1-1078-cds-LXO36_RS18065","GCA_021534865.1-NZ_CP091038.1-74-cds-WP_000202798.1","GCA_021697815.1-NZ_JAJPUS010000002.1-3042-cds-WP_000202798.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1669-cds-WP_000202798.1"
"bcr","multidrug efflux MFS transporter Bcr, Bcr/CflA family multidrug efflux MFS transporter","4","4","1.0","1191","1191","1191.0","GCA_021342655.1-NZ_JAJTPH010000018.1-1079-cds-LXO36_RS18070","GCA_021534865.1-NZ_CP091038.1-73-cds-WP_000213361.1","GCA_021697815.1-NZ_JAJPUS010000002.1-3041-cds-WP_000213385.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1668-cds-WP_000213363.1"
"rsuA","16S rRNA pseudouridine(516) synthase RsuA","4","4","1.0","696","696","696.0","GCA_021342655.1-NZ_JAJTPH010000018.1-1080-cds-WP_001234850.1","GCA_021534865.1-NZ_CP091038.1-72-cds-WP_001234850.1","GCA_021697815.1-NZ_JAJPUS010000002.1-3040-cds-WP_001234850.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1667-cds-WP_001234848.1"
"radD","DEAD/DEAH box helicase family protein, DEAD/DEAH box helicase","4","4","1.0","1761","1761","1761.0","GCA_021342655.1-NZ_JAJTPH010000018.1-1081-cds-WP_233291403.1","GCA_021534865.1-NZ_CP091038.1-71-cds-WP_000578079.1","GCA_021697815.1-NZ_JAJPUS010000002.1-3039-cds-WP_022645888.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1666-cds-WP_000578076.1"
"yejK","nucleoid-associated protein YejK","4","4","1.0","1008","1008","1008.0","GCA_021342655.1-NZ_JAJTPH010000018.1-1083-cds-WP_000050789.1","GCA_021534865.1-NZ_CP091038.1-69-cds-WP_000050787.1","GCA_021697815.1-NZ_JAJPUS010000002.1-3037-cds-WP_000050789.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1664-cds-WP_000050789.1"
"yejL","YejL family protein","4","4","1.0","228","228","228.0","GCA_021342655.1-NZ_JAJTPH010000018.1-1084-cds-WP_001135664.1","GCA_021534865.1-NZ_CP091038.1-68-cds-WP_001135667.1","GCA_021697815.1-NZ_JAJPUS010000002.1-3036-cds-WP_001135664.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1663-cds-WP_001135667.1"
"yejM","LPS biosynthesis-modulating metalloenzyme YejM","4","4","1.0","1761","1761","1761.0","GCA_021342655.1-NZ_JAJTPH010000018.1-1085-cds-WP_000256203.1","GCA_021534865.1-NZ_CP091038.1-67-cds-WP_000256203.1","GCA_021697815.1-NZ_JAJPUS010000002.1-3035-cds-WP_000256203.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1662-cds-WP_237441643.1"
"narP","nitrate/nitrite response regulator protein NarP","4","4","1.0","648","648","648.0","GCA_021342655.1-NZ_JAJTPH010000018.1-1088-cds-WP_001113641.1","GCA_021534865.1-NZ_CP091038.1-64-cds-WP_001113637.1","GCA_021697815.1-NZ_JAJPUS010000002.1-3032-cds-WP_001113637.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1637-cds-WP_001113637.1"
"ccmH","cytochrome c-type biogenesis thiol:disulfide oxidoreductase CcmH","4","4","1.0","1053","1053","1053.0","GCA_021342655.1-NZ_JAJTPH010000018.1-1089-cds-WP_001211575.1","GCA_021534865.1-NZ_CP091038.1-63-cds-WP_001211582.1","GCA_021697815.1-NZ_JAJPUS010000002.1-3031-cds-WP_001571664.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1636-cds-WP_001211587.1"
"dsbE","thiol:disulfide interchange protein DsbE","4","4","1.0","558","558","558.0","GCA_021342655.1-NZ_JAJTPH010000018.1-1090-cds-WP_000824439.1","GCA_021534865.1-NZ_CP091038.1-62-cds-WP_000824439.1","GCA_021697815.1-NZ_JAJPUS010000002.1-3030-cds-WP_000824439.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1635-cds-WP_000824439.1"
"ccmF","cytochrome c-type biogenesis heme lyase CcmF","4","4","1.0","1944","1944","1944.0","GCA_021342655.1-NZ_JAJTPH010000018.1-1091-cds-WP_000982445.1","GCA_021534865.1-NZ_CP091038.1-61-cds-WP_000982461.1","GCA_021697815.1-NZ_JAJPUS010000002.1-3029-cds-WP_000982447.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1634-cds-WP_000982426.1"
"ccmE","cytochrome c maturation protein CcmE","4","4","1.0","480","480","480.0","GCA_021342655.1-NZ_JAJTPH010000018.1-1092-cds-WP_001026418.1","GCA_021534865.1-NZ_CP091038.1-60-cds-WP_001026418.1","GCA_021697815.1-NZ_JAJPUS010000002.1-3028-cds-WP_001026418.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1633-cds-WP_001026418.1"
"ccmD","heme exporter protein CcmD","4","4","1.0","210","210","210.0","GCA_021342655.1-NZ_JAJTPH010000018.1-1093-cds-WP_000186540.1","GCA_021534865.1-NZ_CP091038.1-59-cds-WP_000186540.1","GCA_021697815.1-NZ_JAJPUS010000002.1-3027-cds-WP_000186540.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1632-cds-WP_000186540.1"
"ccmC","heme exporter protein CcmC","4","4","1.0","738","738","738.0","GCA_021342655.1-NZ_JAJTPH010000018.1-1094-cds-WP_001296242.1","GCA_021534865.1-NZ_CP091038.1-58-cds-WP_001295447.1","GCA_021697815.1-NZ_JAJPUS010000002.1-3026-cds-WP_001295447.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1631-cds-WP_001295447.1"
"ccmB","heme exporter protein CcmB","4","4","1.0","663","663","663.0","GCA_021342655.1-NZ_JAJTPH010000018.1-1095-cds-WP_000971730.1","GCA_021534865.1-NZ_CP091038.1-57-cds-WP_000971730.1","GCA_021697815.1-NZ_JAJPUS010000002.1-3025-cds-WP_000971730.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1630-cds-WP_000971730.1"
"napC","cytochrome c-type protein NapC","4","4","1.0","603","603","603.0","GCA_021342655.1-NZ_JAJTPH010000018.1-1097-cds-WP_000528376.1","GCA_021534865.1-NZ_CP091038.1-55-cds-WP_000528376.1","GCA_021697815.1-NZ_JAJPUS010000002.1-3023-cds-WP_000528376.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1628-cds-WP_000528376.1"
"napB","nitrate reductase cytochrome c-type subunit","4","4","1.0","450","450","450.0","GCA_021342655.1-NZ_JAJTPH010000018.1-1098-cds-WP_000835174.1","GCA_021534865.1-NZ_CP091038.1-54-cds-WP_000835177.1","GCA_021697815.1-NZ_JAJPUS010000002.1-3022-cds-WP_000835174.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1627-cds-WP_000835177.1"
"napH","quinol dehydrogenase ferredoxin subunit NapH","4","4","1.0","864","864","864.0","GCA_021342655.1-NZ_JAJTPH010000018.1-1099-cds-WP_000013499.1","GCA_021534865.1-NZ_CP091038.1-53-cds-WP_000013515.1","GCA_021697815.1-NZ_JAJPUS010000002.1-3021-cds-WP_022645891.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1626-cds-WP_000013506.1"
"napG","ferredoxin-type protein NapG","4","4","1.0","696","696","696.0","GCA_021342655.1-NZ_JAJTPH010000018.1-1100-cds-WP_000091291.1","GCA_021534865.1-NZ_CP091038.1-52-cds-WP_000091291.1","GCA_021697815.1-NZ_JAJPUS010000002.1-3020-cds-WP_000091291.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1625-cds-WP_000091291.1"
"napA","periplasmic nitrate reductase subunit alpha","4","4","1.0","2487","2487","2487.0","GCA_021342655.1-NZ_JAJTPH010000018.1-1101-cds-WP_000778067.1","GCA_021534865.1-NZ_CP091038.1-51-cds-WP_000778061.1","GCA_021697815.1-NZ_JAJPUS010000002.1-3019-cds-WP_000778067.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1624-cds-WP_000778057.1"
"napD","chaperone NapD","4","4","1.0","264","264","264.0","GCA_021342655.1-NZ_JAJTPH010000018.1-1102-cds-WP_000557384.1","GCA_021534865.1-NZ_CP091038.1-50-cds-WP_000557378.1","GCA_021697815.1-NZ_JAJPUS010000002.1-3018-cds-WP_000557378.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1623-cds-WP_000557378.1"
"napF","ferredoxin-type protein NapF","4","4","1.0","495","495","495.0","GCA_021342655.1-NZ_JAJTPH010000018.1-1103-cds-LXO36_RS18190","GCA_021534865.1-NZ_CP091038.1-49-cds-WP_000686735.1","GCA_021697815.1-NZ_JAJPUS010000002.1-3017-cds-WP_000686723.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1622-cds-WP_000686723.1"
"groups_2732","hypothetical protein","3","3","1.0","165","165","165.0","GCA_021342655.1-NZ_JAJTPH010000018.1-1104-cds-WP_001296243.1","","GCA_021697815.1-NZ_JAJPUS010000002.1-3016-cds-WP_001296243.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1621-cds-WP_001296837.1"
"mqo","malate dehydrogenase (quinone)","4","4","1.0","1647","1647","1647.0","GCA_021342655.1-NZ_JAJTPH010000018.1-1106-cds-WP_000758053.1","GCA_021534865.1-NZ_CP091038.1-47-cds-WP_000758059.1","GCA_021697815.1-NZ_JAJPUS010000002.1-3014-cds-WP_022645892.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1619-cds-WP_000758074.1"
"yojI","microcin J25 efflux ABC transporter YojI","4","4","1.0","1644","1644","1644.0","GCA_021342655.1-NZ_JAJTPH010000018.1-1107-cds-WP_000422200.1","GCA_021534865.1-NZ_CP091038.1-46-cds-WP_000422188.1","GCA_021697815.1-NZ_JAJPUS010000002.1-3013-cds-WP_000422211.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1618-cds-WP_000422188.1"
"rcsD","phosphotransferase RcsD","4","4","1.0","2673","2673","2673.0","GCA_021342655.1-NZ_JAJTPH010000018.1-1112-cds-WP_001249136.1","GCA_021534865.1-NZ_CP091038.1-41-cds-WP_001249081.1","GCA_021697815.1-NZ_JAJPUS010000002.1-3008-cds-WP_022645895.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1613-cds-WP_001249141.1"
